Progress,Duration (in seconds),Finished,ResponseId,UserLanguage,Q_RecaptchaScore,consent_question,news_context_timing_First Click,news_context_timing_Last Click,news_context_timing_Page Submit,news_context_timing_Click Count,nv_comprehend_main,nv_comprehend_flank,nv_text_timing_First Click,nv_text_timing_Last Click,nv_text_timing_Page Submit,nv_text_timing_Click Count,rad_comprehend_main,rad_comprehend_flank,rad_text_timing_First Click,rad_text_timing_Last Click,rad_text_timing_Page Submit,rad_text_timing_Click Count,manipulation_check#1_1,manipulation_check#1_2,manipulation_check#2_1,manipulation_check#2_2,manip_time_First Click,manip_time_Last Click,manip_time_Page Submit,manip_time_Click Count,identification#1_1,identification#1_2,identification#1_3,identification#2_1,identification#2_2,identification#2_3,ident_time_First Click,ident_time_Last Click,ident_time_Page Submit,ident_time_Click Count,dv_support#1_1,dv_support#1_2,dv_support#1_3,dv_support#1_4,dv_support#2_1,dv_support#2_2,dv_support#2_3,dv_support#2_4,dv_time_First Click,dv_time_Last Click,dv_time_Page Submit,dv_time_Click Count,sympathy_1,sympathy_2,sympathy_3,sympathy_4,sym_time_First Click,sym_time_Last Click,sym_time_Page Submit,sym_time_Click Count,gender,gender_3_TEXT,age,employment,education,income,polit_ideology,reside,feedback,Q_TotalDuration,Q_Language,Q_TerminateFlag,consent,condition
100,211,TRUE,R_38Hc6ouANkuMHrX,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,6.703,0,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,69.55,123.986,124.574,5,NA,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,1.93,7.43,7.958,8,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,1.722,9.741,10.51,12,Agree,Agree,Strongly Disagree,Slightly Disagree,Agree,Agree,Strongly Disagree,Slightly Disagree,1.39,16.74,17.659,19,Agree,Neither Agree nor Disagree,Disagree,Strongly Agree,2.143,10.437,11.541,5,Female,NA,37,Employed part time,4 year degree,"$100,000 - $149,999",Moderate,No,NA,211,EN,NA,1,0
100,362,TRUE,R_7m7VpAhbvAVSseH,EN,1,"I have read and understood the above, and I consent to participate in this survey.",1.45,21.247,44.18,2,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,1.622,207.695,208.269,66,NA,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,3.201,12.703,13.575,8,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Slightly Disagree,1.701,11.317,13.149,8,Slightly Agree,Disagree,Strongly Disagree,Strongly Disagree,Slightly Agree,Disagree,Strongly Disagree,Strongly Disagree,1.239,15.966,16.495,13,Agree,Agree,Disagree,Slightly Agree,3.1,19.783,20.334,12,Female,NA,69,Employed part time,2 year degree,"$40,000 - $59,999",Liberal,No,NA,362,EN,NA,1,0
100,361,TRUE,R_5t00BsH9j0VZ0aZ,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,23.237,0,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,6.374,161.482,174.075,9,NA,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,8.928,32.484,32.784,12,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Agree,Slightly Agree,4.515,16.554,18.342,14,Agree,Slightly Agree,Disagree,Slightly Disagree,Agree,Slightly Agree,Disagree,Slightly Disagree,6.536,35.569,36.332,18,Agree,Strongly Agree,Disagree,Agree,2.954,12.478,13.132,4,Male,NA,38,Employed full time,Some college,"$60,000 - $79,999",Liberal,No,NA,361,EN,NA,1,0
100,341,TRUE,R_3Jf2KmYwSz8luKA,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,8.767,0,NA,NA,NA,NA,NA,NA,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,"SuperGreens distributed a petition and if people refused to sign it, they harassed them.",45.919,95.135,97.631,3,Agree,Strongly Disagree,Agree,Agree,4.024,18.988,20.096,10,Disagree,Slightly Disagree,Neither Agree Nor Disagree,Strongly Disagree,Disagree,Strongly Disagree,19.085,32.263,33.052,12,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Slightly Agree,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Disagree,1.449,18.481,19.336,17,Strongly Agree,Agree,Strongly Agree,Agree,3.417,8.287,9.871,4,Male,NA,40,Employed full time,4 year degree,"$40,000 - $59,999",Moderate,No,NA,341,EN,NA,1,1
100,396,TRUE,R_7f1IkAP13NauODW,EN,0.8999999761581421,"I have read and understood the above, and I consent to participate in this survey.",31.436,31.436,32.001,1,NA,NA,NA,NA,NA,NA,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,"SuperGreens distributed a petition and if people refused to sign it, they harassed them.",0.494,143.622,144.3,22,Slightly Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,9.192,26.937,28.792,14,Slightly Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,13.748,32.185,32.957,11,Slightly Agree,Slightly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,68.698,88.255,88.885,12,Slightly Agree,Agree,Strongly Disagree,Strongly Agree,3.1,13.97,14.739,7,Female,NA,44,Employed full time,High school graduate,"$60,000 - $79,999",Very Liberal,No,NA,396,EN,NA,1,1
100,384,TRUE,R_5IYOWtKVvrC6fOd,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0.945,16.169,41.717,2,NA,NA,NA,NA,NA,NA,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,"SuperGreens distributed a petition and if people refused to sign it, they harassed them.",14.306,135.106,178.576,7,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,4.814,13.054,18.11,10,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,15.652,29.466,31.259,13,Strongly Agree,Agree,Slightly Agree,Slightly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,1.615,14.387,18.29,15,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,5.984,21.688,28.536,7,Male,NA,36,Employed full time,4 year degree,"$60,000 - $79,999",Liberal,No,NA,384,EN,NA,1,1
100,241,TRUE,R_6pouxzZDwtcpnqh,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,30.096,0,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,86.65,105.621,114.901,6,NA,NA,NA,NA,NA,NA,Slightly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,4.118,11.901,13.728,5,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,1.794,9.218,10.657,7,Agree,Strongly Agree,Strongly Agree,Slightly Agree,Agree,Strongly Agree,Strongly Agree,Slightly Agree,1.821,15.324,17.313,14,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,3.045,12.251,13.024,4,Female,NA,25,Student,4 year degree,"$60,000 - $79,999",Very Liberal,No,:),241,EN,NA,1,0
100,412,TRUE,R_3EHpV80nZV3OQiB,EN,1,"I have read and understood the above, and I consent to participate in this survey.",29.122,29.306,32.768,2,NA,NA,NA,NA,NA,NA,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,"SuperGreens distributed a petition and if people refused to sign it, they harassed them.",2.65,231.712,235.84,34,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,2.642,10.484,12.278,8,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,4.08,14.424,16.821,12,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,1.965,17.796,19.781,16,Strongly Disagree,Neither Agree nor Disagree,Strongly Agree,Strongly Disagree,9.077,29.673,31,20,Male,NA,34,Employed full time,High school graduate,"$80,000 - $99,999",Conservative,No,All good,412,EN,NA,1,1
100,384,TRUE,R_6nCyvXesX5dxRMR,EN,1,"I have read and understood the above, and I consent to participate in this survey.",23.82,24.823,29.161,2,NA,NA,NA,NA,NA,NA,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,"SuperGreens distributed a petition and if people refused to sign it, they harassed them.",96.762,137.047,138.769,4,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,2.2,10.566,12.217,9,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,1.575,14.719,15.694,13,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,1.531,57.534,59.842,22,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,11.839,14.394,17.362,4,Male,NA,31,Employed full time,4 year degree,"$60,000 - $79,999",Very Liberal,No,NA,384,EN,NA,1,1
100,310,TRUE,R_7tPFh4A8XT3Jjvr,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0.986,8.345,10.019,4,NA,NA,NA,NA,NA,NA,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,"SuperGreens distributed a petition and if people refused to sign it, they harassed them.",0.763,213.138,214.118,28,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,3.115,19.108,19.433,15,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,1.487,7.613,7.889,15,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Slightly Agree,0.923,12.104,12.812,29,Agree,Agree,Agree,Agree,3.911,7.088,8.597,6,Male,NA,25,Employed full time,4 year degree,"$100,000 - $149,999",Liberal,No,NA,310,EN,NA,1,1
100,476,TRUE,R_6DYAVaq6IwAIe22,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,52.254,0,NA,NA,NA,NA,NA,NA,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,"SuperGreens distributed a petition and if people refused to sign it, they harassed them.",212.997,244.83,252.595,4,Slightly Disagree,Disagree,Strongly Agree,Strongly Agree,14.682,30.993,32.314,10,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,7.93,15.833,17.526,12,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,5.103,27.701,28.739,16,Disagree,Disagree,Strongly Agree,Disagree,6.448,20.529,22.104,4,Male,NA,34,Unemployed / looking for work,Some college,"$40,000 - $59,999",Very Conservative,No,NA,476,EN,NA,1,1
100,515,TRUE,R_12rIxw0ipKnKh7F,EN,1,"I have read and understood the above, and I consent to participate in this survey.",29.385,29.385,30.58,1,"PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,PlanetVeg hung banners outside of the secretary’s office.",SuperGreens distributed a petition aimed at staff and students.,2.661,247.157,248.438,104,NA,NA,NA,NA,NA,NA,Slightly Disagree,Strongly Disagree,Slightly Disagree,Strongly Disagree,1.482,24.282,25.291,11,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,2.248,20.851,21.713,17,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,4.04,29.311,30.192,23,Slightly Agree,Agree,Disagree,Agree,6.286,24.362,25.188,9,Female,NA,72,Employed part time,Some college,"$40,000 - $59,999",Somewhat Conservative,No,While I sympathize with those advocating eating less or no meat I would not do this myself. I would not sign petitions or protest for their cause.,515,EN,NA,1,0
100,625,TRUE,R_5Kp81pKkahpF5nf,EN,1,"I have read and understood the above, and I consent to participate in this survey.",73.917,73.917,75.154,1,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,20.859,239.133,240.658,16,NA,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,0.766,24.901,26.49,11,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,3.193,15.52,16.307,14,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,5.81,23.573,25.201,17,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,7.076,35.541,36.847,7,Male,NA,24,Employed full time,4 year degree,"$100,000 - $149,999",Liberal,No,NA,625,EN,NA,1,0
100,316,TRUE,R_7akx52T41YgKcw4,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,20.201,0,NA,NA,NA,NA,NA,NA,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,"SuperGreens distributed a petition and if people refused to sign it, they harassed them.,SuperGreens ran into lecture halls and disrupted classes.",2.816,35.549,38.396,11,Slightly Disagree,Disagree,Agree,Strongly Agree,2.734,9.983,12.378,5,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,1.783,17.684,19.074,17,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,1.474,19.524,20.935,17,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Disagree,3.122,10.255,10.28,5,Female,NA,30,Employed part time,High school graduate,"Under $20,000",Moderate,No,NA,316,EN,NA,1,1
100,382,TRUE,R_6m8JdqYwuUULctz,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,96.13,0,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,2.285,209.438,210.043,10,NA,NA,NA,NA,NA,NA,Slightly Disagree,Strongly Disagree,Disagree,Strongly Disagree,1.092,6.49,6.8,9,Slightly Disagree,Strongly Disagree,Slightly Agree,Disagree,Disagree,Slightly Disagree,1.004,9.208,9.628,16,Disagree,Neither Agree Nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Slightly Disagree,Disagree,0.679,12.599,12.837,21,Slightly Disagree,Neither Agree nor Disagree,Slightly Disagree,Slightly Disagree,4.894,6.265,10.862,4,Male,NA,19,Student,Some college,"$100,000 - $149,999",Somewhat Conservative,No,NA,382,EN,NA,1,0
100,733,TRUE,R_35pzpxMtWMVkotX,EN,1,"I have read and understood the above, and I consent to participate in this survey.",32.129,32.129,47.249,1,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,289.754,364.016,374.752,4,NA,NA,NA,NA,NA,NA,Slightly Disagree,Disagree,Slightly Agree,Disagree,16.745,35.729,37.911,8,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,10.57,33.842,35.857,12,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,Agree,Slightly Agree,Slightly Agree,Slightly Disagree,4.206,43.272,44.558,17,Slightly Agree,Slightly Disagree,Agree,Disagree,10.062,31.281,33.667,4,Female,NA,52,Unemployed / looking for work,Some college,"$40,000 - $59,999",Somewhat Conservative,No,NA,733,EN,NA,1,0
100,736,TRUE,R_1Y36CGMX4dZzreT,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,52.26,0,NA,NA,NA,NA,NA,NA,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,"SuperGreens distributed a petition and if people refused to sign it, they harassed them.",1.2,295.943,332.91,17,Slightly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,11.658,33.583,36.122,10,Slightly Disagree,Slightly Disagree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,10.197,62.335,66.788,23,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neither Agree Nor Disagree,Strongly Disagree,6.544,58.295,66.607,19,Strongly Disagree,Slightly Agree,Neither Agree nor Disagree,Strongly Disagree,5.195,49.955,53.845,4,Female,NA,39,Employed part time,4 year degree,"$60,000 - $79,999",Very Conservative,No,NA,736,EN,NA,1,1
100,251,TRUE,R_6320jgYDoMygWFJ,EN,1,"I have read and understood the above, and I consent to participate in this survey.",27.837,27.837,33.595,1,NA,NA,NA,NA,NA,NA,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,"SuperGreens distributed a petition and if people refused to sign it, they harassed them.",99.681,125.849,127.155,5,Disagree,Disagree,Strongly Agree,Strongly Agree,2.059,7.134,8.086,8,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,0.984,11.975,12.674,13,Slightly Agree,Agree,Slightly Agree,Slightly Agree,Disagree,Disagree,Disagree,Disagree,0.725,15.23,16.701,18,Slightly Agree,Agree,Neither Agree nor Disagree,Slightly Agree,3.367,10.746,11.659,9,Male,NA,34,Employed full time,High school graduate,"Under $20,000",Moderate,No,NA,251,EN,NA,1,1
100,613,TRUE,R_7gyGP4G9JhSffbz,EN,1,"I have read and understood the above, and I consent to participate in this survey.",20.396,20.396,21.376,1,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,2.965,254.715,255.753,52,NA,NA,NA,NA,NA,NA,Disagree,Strongly Disagree,Disagree,Strongly Disagree,20.579,48.762,51.8,14,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,21.865,46.721,49.091,15,Agree,Agree,Slightly Agree,Agree,Agree,Agree,Slightly Agree,Agree,6.746,61.565,63.963,13,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,8.946,68.431,69.365,8,Male,NA,56,Employed part time,4 year degree,"$40,000 - $59,999",Moderate,No,Thanks,613,EN,NA,1,0
100,801,TRUE,R_34q3LjnOv4nJFHU,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,126.639,0,"PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,PlanetVeg hung banners outside of the secretary’s office.","SuperGreens distributed a petition aimed at staff and students.,SuperGreens attached flyers which described their protest to a tree nearby the Academy building.",271.111,381.007,383.54,6,NA,NA,NA,NA,NA,NA,Strongly Agree,Strongly Disagree,Slightly Agree,Strongly Disagree,20.309,42.65,43.802,8,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Slightly Agree,9.23,43.234,44.593,16,Neither Agree Nor Disagree,Disagree,Disagree,Slightly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,9.262,38.188,39.886,16,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,8.46,28.972,30.479,4,Male,NA,31,Employed full time,4 year degree,"More than $150,000",Very Conservative,No,no,801,EN,NA,1,0
100,499,TRUE,R_7IWz6g9OViMnjfm,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,26.149,0,NA,NA,NA,NA,NA,NA,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,"SuperGreens distributed a petition and if people refused to sign it, they harassed them.",168.926,214.109,241.752,4,Neither Agree Nor Disagree,Disagree,Slightly Agree,Agree,7.793,32.066,35.07,8,Slightly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Strongly Disagree,6.922,28.413,29.137,12,Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,6.031,35.243,35.971,16,Slightly Agree,Agree,Strongly Disagree,Slightly Agree,3.944,21.344,22.655,5,Male,NA,73,Employed full time,Professional degree,"$40,000 - $59,999",Moderate,No,NA,499,EN,NA,1,1
100,561,TRUE,R_6NEQ6qcvIf344jT,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,71.385,0,NA,NA,NA,NA,NA,NA,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,"SuperGreens distributed a petition and if people refused to sign it, they harassed them.",168.188,269.329,292.136,6,Slightly Disagree,Neither Agree Nor Disagree,Agree,Agree,13.5,31.364,32.749,8,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,8.195,22.579,23.748,12,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,4.257,20.7,21.707,17,Strongly Disagree,Disagree,Slightly Agree,Strongly Disagree,6.777,31.713,33.669,4,Male,NA,57,Employed full time,Doctorate,"More than $150,000",Conservative,No,NA,561,EN,NA,1,1
100,327,TRUE,R_3f35yD76rkZ24b6,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,19.937,0,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,107.034,154.466,156.404,9,NA,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,6.145,18.535,20.929,10,Neither Agree Nor Disagree,Slightly Agree,Slightly Agree,Neither Agree Nor Disagree,Slightly Agree,Slightly Agree,4.946,18.095,19.232,13,Strongly Agree,Slightly Agree,Disagree,Strongly Disagree,Strongly Agree,Slightly Agree,Disagree,Strongly Disagree,5.203,21.445,22.846,16,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,1.492,1.492,13.966,1,Male,NA,41,Employed full time,4 year degree,"$60,000 - $79,999",Liberal,No,Everything worked fine and was understandable.,327,EN,NA,1,0
100,357,TRUE,R_1Lj0L39WPL7jzLX,EN,0.8999999761581421,"I have read and understood the above, and I consent to participate in this survey.",0,0,20.882,0,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,111.249,150.535,157.184,4,NA,NA,NA,NA,NA,NA,Disagree,Strongly Disagree,Disagree,Strongly Disagree,9.489,23.28,26.931,4,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,6.105,16.748,20.037,6,Strongly Agree,Agree,Strongly Agree,Neither Agree Nor Disagree,Strongly Agree,Agree,Strongly Agree,Neither Agree Nor Disagree,4.184,27.543,30.892,10,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,5.709,17.539,22.192,4,Female,NA,61,Employed full time,Some college,"$40,000 - $59,999",Very Liberal,No,NA,357,EN,NA,1,0
100,660,TRUE,R_1QBaombflbNf66d,EN,0.800000012,"I have read and understood the above, and I consent to participate in this survey.",25.981,27.031,33.791,2,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,1.27,306.508,307.411,78,NA,NA,NA,NA,NA,NA,Slightly Agree,NA,Slightly Agree,NA,4.401,35.884,36.682,10,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Disagree,3.867,35.515,38.515,14,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,1.37,39.131,41.931,18,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Slightly Agree,4.313,58,60.043,18,Female,NA,62,Employed full time,High school graduate,"$60,000 - $79,999",Conservative,No,None,660,EN,NA,1,0
100,549,TRUE,R_6N4c09eA4lrL0SR,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,36.051,0,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,201.752,255.768,259.727,4,NA,NA,NA,NA,NA,NA,Disagree,Strongly Disagree,Disagree,Strongly Disagree,14.508,25.925,28.953,8,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,4.816,28.808,32.805,12,Neither Agree Nor Disagree,Disagree,Disagree,Disagree,Neither Agree Nor Disagree,Disagree,Disagree,Disagree,5.515,33.448,36.398,16,Agree,Strongly Agree,Strongly Disagree,Agree,23.427,37.66,44.256,4,Female,NA,57,Employed part time,4 year degree,"$80,000 - $99,999",Liberal,No,NA,549,EN,NA,1,0
100,786,TRUE,R_3JehURTAzD3Ubup,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,24.351,0,NA,NA,NA,NA,NA,NA,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,"SuperGreens distributed a petition and if people refused to sign it, they harassed them.",64.695,437.796,486.125,7,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,7.795,19.295,21.389,8,Slightly Agree,Neither Agree Nor Disagree,Neither Agree Nor Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,5.091,17.173,18.363,12,Agree,Disagree,Neither Agree Nor Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,3.5,23.057,24.186,16,Disagree,Slightly Agree,Strongly Disagree,Neither Agree nor Disagree,9.763,21.414,22.349,5,Female,NA,45,Unemployed / looking for work,2 year degree,"Under $20,000",Somewhat Liberal,No,NA,786,EN,NA,1,1
100,756,TRUE,R_3EaND8Zd1ze0PE4,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,67.506,0,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,304.063,412.541,413.515,5,NA,NA,NA,NA,NA,NA,Agree,Strongly Disagree,Agree,Strongly Disagree,9.636,80.172,81.017,15,Strongly Agree,Strongly Agree,Strongly Agree,Slightly Agree,Strongly Agree,Slightly Agree,5.661,23.845,24.314,15,Strongly Agree,Agree,Agree,Agree,Slightly Agree,Slightly Disagree,Disagree,Disagree,1.278,30.469,30.835,20,Agree,Agree,Strongly Disagree,Agree,7.686,18.014,23.324,6,Male,NA,21,Employed full time,4 year degree,"More than $150,000",Moderate,No,NA,756,EN,NA,1,0
100,600,TRUE,R_67NJd6XKoRdrTPh,EN,1,"I have read and understood the above, and I consent to participate in this survey.",0,0,34.545,0,PlanetVeg sent an email to staff and students asking them to reflect on the effect of the University’s catering on climate change.,SuperGreens distributed a petition aimed at staff and students.,197.029,214.061,219.313,4,NA,NA,NA,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,22.63,36.854,39.833,8,Disagree,Slightly Disagree,Disagree,Disagree,Disagree,Disagree,8.012,44.373,49.016,14,Neither Agree Nor Disagree,Disagree,Strongly Disagree,Disagree,Neither Agree Nor Disagree,Disagree,Strongly Disagree,Disagree,3.486,34.799,38.059,16,Disagree,Slightly Disagree,Agree,Strongly Disagree,7.12,33.92,37.876,4,Male,NA,65,Retired,Some college,"$20,000 - $39,999",Moderate,No,"People should be allowed to peacefully protest whatever they want.  But the issue here to me is measurability and the timeframe for same, as to environmental impacts of proposed solutions, as well as costs.",600,EN,NA,1,0
